TransactionID,CustomerID,TransactionAmount,TransactionType,MerchantCategory,TransactionDate,TransactionTime,Location,DeviceType,IsFraud
70,1232,4105.95,POS,Services,3/1/2024,13:10:00,TH,Desktop,1
71,1275,304.03,Online,Travel,12/1/2024,21:51:00,TH,Desktop,1
72,1437,2577.58,Online,Food,29/1/2024,19:56:00,SG,Desktop,1
73,1081,2149.87,Online,Services,18/1/2024,4:16:00,ID,Tablet,1
74,1087,3060.7,POS,Retail,25/1/2024,7:55:00,TH,Desktop,1
75,1328,4119.58,Online,Food,25/1/2024,3:35:00,SG,Desktop,1
76,1366,3253.52,ATM,Services,21/1/2024,19:41:00,MY,Desktop,1
77,1765,1154.15,POS,Electronics,4/1/2024,4:38:00,MY,Mobile,1
78,1169,1183.2,ATM,Travel,12/1/2024,7:28:00,ID,Desktop,1
79,1456,3094.44,ATM,Food,19/1/2024,5:40:00,TH,Tablet,1
80,1350,781.54,Online,Travel,17/1/2024,3:57:00,ID,Desktop,1
81,1554,1633.03,POS,Electronics,27/1/2024,6:07:00,SG,Desktop,0
82,1681,1519,POS,Retail,16/1/2024,16:35:00,TH,Mobile,1
83,1558,1386.24,POS,Travel,5/1/2024,11:22:00,TH,Tablet,1
84,1836,4944.5,Online,Services,12/1/2024,2:52:00,ID,Desktop,1
85,1960,1410.72,Online,Services,3/1/2024,9:29:00,ID,Tablet,1
86,1428,3305.07,ATM,Food,3/1/2024,0:01:00,ID,Mobile,1
87,1803,367.35,Online,Electronics,2/1/2024,22:47:00,SG,Tablet,1
88,1894,335.69,ATM,Services,27/1/2024,4:43:00,ID,Desktop,1
89,1011,3660.19,ATM,Services,8/1/2024,2:10:00,MY,Tablet,1
90,1656,4559.46,Online,Retail,20/1/2024,7:27:00,ID,Tablet,1
91,1558,3884.49,Online,Electronics,7/1/2024,7:55:00,SG,Desktop,1
92,1042,1633.89,ATM,Electronics,16/1/2024,2:59:00,MY,Desktop,1
93,1689,1224.05,POS,Electronics,28/1/2024,19:20:00,ID,Desktop,1
94,1586,2138.82,ATM,Food,2/1/2024,0:03:00,MY,Tablet,1
95,1632,3118.13,ATM,Food,15/1/2024,16:48:00,ID,Desktop,1
96,1494,2949.39,ATM,Travel,14/1/2024,20:48:00,SG,Desktop,0
97,1726,340.79,ATM,Retail,17/1/2024,7:08:00,SG,Tablet,0
98,1892,3933.37,ATM,Electronics,29/1/2024,0:22:00,ID,Tablet,1
99,1755,4950.42,POS,Food,22/1/2024,0:18:00,SG,Desktop,1
100,1454,4795.04,POS,Travel,9/1/2024,11:22:00,ID,Mobile,1
101,1434,2419.5,ATM,Food,9/1/2024,3:13:00,MY,Mobile,1
102,1719,1687.31,ATM,Retail,19/1/2024,12:00:00,TH,Mobile,1
103,1408,2982.21,POS,Retail,5/1/2024,14:06:00,TH,Mobile,1
104,1918,2982.4,POS,Services,9/1/2024,4:44:00,MY,Tablet,1
105,1472,3315.67,Online,Food,26/1/2024,3:13:00,SG,Desktop,1
106,1492,744.57,ATM,Services,27/1/2024,5:00:00,ID,Desktop,1
107,1844,367.26,POS,Services,29/1/2024,16:57:00,SG,Mobile,0
108,1823,4101.66,POS,Electronics,6/1/2024,17:05:00,ID,Desktop,1
109,1895,2813.63,ATM,Retail,13/1/2024,4:16:00,TH,Tablet,1
110,1485,777.14,ATM,Electronics,31/1/2024,19:10:00,MY,Tablet,1
111,1800,4433.79,Online,Electronics,7/1/2024,16:14:00,ID,Desktop,1
112,1531,124.31,Online,Electronics,17/1/2024,7:09:00,SG,Desktop,1
113,1927,3101.29,ATM,Travel,31/1/2024,20:55:00,TH,Mobile,1
114,1528,1107.58,ATM,Travel,12/1/2024,14:46:00,TH,Tablet,1
115,1558,2105.11,POS,Travel,13/1/2024,13:37:00,TH,Mobile,1
116,1059,2213.01,Online,Services,23/1/2024,3:20:00,TH,Mobile,1
117,1434,1091.5,Online,Food,11/1/2024,7:26:00,TH,Desktop,1
118,1047,4195.63,ATM,Electronics,10/1/2024,10:14:00,TH,Mobile,1
119,1752,3178.1,POS,Food,28/1/2024,19:30:00,ID,Mobile,1
120,1047,4577.66,POS,Travel,29/1/2024,13:33:00,TH,Mobile,1
121,1768,76.92,ATM,Food,18/1/2024,15:09:00,MY,Desktop,1
122,1547,3644.44,POS,Travel,20/1/2024,18:25:00,SG,Desktop,1
123,1525,1344.58,POS,Services,24/1/2024,15:58:00,SG,Mobile,0
124,1481,4262.87,Online,Electronics,20/1/2024,4:20:00,MY,Mobile,1
125,1539,4885.4,POS,Retail,11/1/2024,18:09:00,TH,Mobile,1
126,1162,2053.24,ATM,Travel,18/1/2024,15:10:00,MY,Mobile,1
127,1613,442.86,POS,Electronics,18/1/2024,5:12:00,SG,Tablet,0
128,1352,4613.32,POS,Food,22/1/2024,7:16:00,TH,Tablet,1
129,1030,1522.89,Online,Services,16/1/2024,7:28:00,SG,Mobile,1
130,1498,3863.23,ATM,Services,28/1/2024,0:10:00,ID,Tablet,1
131,1904,3164,Online,Electronics,8/1/2024,19:17:00,MY,Desktop,1
132,1199,660.7,Online,Travel,9/1/2024,6:59:00,SG,Mobile,1
133,1985,839.15,Online,Food,25/1/2024,7:58:00,SG,Mobile,1
134,1603,664.84,Online,Travel,5/1/2024,1:30:00,TH,Mobile,1
135,1324,4972.48,POS,Travel,13/1/2024,18:46:00,TH,Desktop,1
136,1085,4578.28,POS,Food,11/1/2024,16:14:00,ID,Mobile,1
137,1001,2916.38,Online,Electronics,16/1/2024,7:00:00,TH,Desktop,1
138,1587,1947.35,ATM,Retail,21/1/2024,17:28:00,MY,Mobile,1
139,1253,146.2,POS,Retail,6/1/2024,10:03:00,ID,Mobile,1
140,1408,3367.69,ATM,Travel,31/1/2024,10:55:00,MY,Mobile,1
141,1304,1268.43,POS,Retail,14/1/2024,20:52:00,ID,Mobile,1
142,1263,1265.65,Online,Electronics,26/1/2024,15:29:00,SG,Desktop,1
143,1742,1675.04,ATM,Retail,8/1/2024,21:53:00,ID,Desktop,1
144,1743,3815.29,ATM,Services,23/1/2024,17:38:00,SG,Desktop,1
145,1104,1564.69,POS,Food,1/1/2024,21:49:00,TH,Mobile,1
146,1497,3856.41,POS,Food,11/1/2024,10:50:00,SG,Mobile,1
147,1395,3425.63,Online,Retail,31/1/2024,17:38:00,MY,Mobile,1
148,1807,2313.8,POS,Retail,23/1/2024,23:38:00,ID,Tablet,1
149,1647,3771.49,ATM,Electronics,14/1/2024,8:13:00,TH,Desktop,1
150,1162,267.74,ATM,Food,22/1/2024,2:56:00,MY,Desktop,1
151,1335,1364.72,Online,Services,7/1/2024,2:22:00,MY,Mobile,1
152,1559,2015.76,POS,Retail,13/1/2024,8:46:00,TH,Tablet,1
153,1386,3756.06,ATM,Retail,17/1/2024,23:34:00,SG,Tablet,1
154,1262,739.65,ATM,Food,24/1/2024,1:00:00,MY,Desktop,1
155,1293,3166.89,ATM,Travel,22/1/2024,19:22:00,TH,Mobile,1
156,1861,2788.29,ATM,Electronics,6/1/2024,23:02:00,TH,Desktop,1
157,1886,767.88,Online,Services,24/1/2024,7:45:00,ID,Tablet,1
158,1961,4434.56,POS,Food,6/1/2024,1:33:00,TH,Mobile,1
159,1349,3528.51,ATM,Electronics,29/1/2024,11:54:00,ID,Mobile,1
160,1907,3238.76,Online,Retail,20/1/2024,1:06:00,ID,Desktop,1
161,1928,2107.71,POS,Electronics,10/1/2024,4:55:00,TH,Tablet,1
162,1519,395.54,POS,Services,20/1/2024,19:51:00,MY,Desktop,1
163,1740,629.56,POS,Food,16/1/2024,15:31:00,TH,Tablet,1
164,1884,114.32,Online,Services,9/1/2024,6:48:00,TH,Desktop,1
165,1598,3098.73,Online,Electronics,11/1/2024,1:47:00,SG,Mobile,1
166,1212,586.6,Online,Travel,31/1/2024,18:44:00,SG,Desktop,1
167,1919,1531.62,POS,Services,18/1/2024,17:30:00,ID,Tablet,1
168,2000,201.38,ATM,Food,19/1/2024,5:57:00,MY,Mobile,1
169,1450,3798.08,ATM,Retail,6/1/2024,21:34:00,SG,Tablet,1
170,1913,1765.24,POS,Food,14/1/2024,16:41:00,SG,Mobile,0
171,1768,3007.53,Online,Travel,1/1/2024,20:41:00,MY,Mobile,1
172,1398,3551.42,POS,Services,28/1/2024,19:44:00,ID,Tablet,1
173,1904,135.61,ATM,Travel,16/1/2024,8:27:00,ID,Desktop,1
174,1299,2025.95,ATM,Travel,24/1/2024,7:53:00,MY,Mobile,1
175,1002,3344.84,POS,Electronics,22/1/2024,5:03:00,ID,Desktop,1
176,1940,4579.78,ATM,Retail,10/1/2024,11:14:00,MY,Tablet,1
177,1274,307.12,POS,Travel,19/1/2024,2:21:00,TH,Mobile,1
178,1029,1718.16,ATM,Electronics,2/1/2024,4:03:00,TH,Mobile,1
179,1499,2947.51,Online,Travel,13/1/2024,3:39:00,SG,Desktop,1
180,1840,16.89,POS,Electronics,14/1/2024,12:13:00,TH,Mobile,1
181,1539,212.92,Online,Food,23/1/2024,9:38:00,ID,Mobile,1
182,1058,2437.23,ATM,Electronics,28/1/2024,17:18:00,TH,Mobile,1
183,1365,4480.98,POS,Services,24/1/2024,16:29:00,MY,Tablet,1
184,1380,4635.49,Online,Food,29/1/2024,23:38:00,SG,Desktop,1
185,1068,4947.69,ATM,Services,20/1/2024,1:52:00,MY,Mobile,1
186,1696,1107.08,ATM,Food,19/1/2024,22:19:00,SG,Tablet,0
187,1450,1533.8,ATM,Food,29/1/2024,5:40:00,TH,Mobile,1
188,1501,3500.84,POS,Services,11/1/2024,21:09:00,SG,Tablet,1
189,1419,2111.71,POS,Food,8/1/2024,16:29:00,MY,Mobile,1
190,1245,4726.28,Online,Food,14/1/2024,21:16:00,SG,Mobile,1
191,1368,2951.89,POS,Travel,25/1/2024,5:42:00,MY,Desktop,1
192,1974,1840.43,ATM,Services,1/1/2024,19:05:00,SG,Mobile,0
193,1508,415.38,Online,Food,11/1/2024,18:47:00,SG,Mobile,1
194,1786,3993.53,POS,Electronics,9/1/2024,18:38:00,SG,Mobile,1
195,1865,1633.33,POS,Retail,28/1/2024,16:59:00,TH,Desktop,1
196,1617,1057.43,Online,Retail,29/1/2024,14:40:00,ID,Desktop,1
197,1837,3249.82,POS,Services,31/1/2024,14:33:00,SG,Tablet,1
198,1559,965.07,Online,Services,20/1/2024,20:02:00,MY,Desktop,1
199,1252,521.6,Online,Food,13/1/2024,9:14:00,ID,Tablet,1
200,1266,1701.88,POS,Electronics,2/1/2024,3:58:00,SG,Tablet,0
201,1429,4835.72,Online,Electronics,15/1/2024,20:56:00,MY,Mobile,1
202,1354,138.14,POS,Travel,28/1/2024,7:09:00,MY,Desktop,1
203,1610,2646.16,Online,Food,26/1/2024,13:16:00,TH,Desktop,1
204,1282,4847.16,POS,Electronics,31/1/2024,16:17:00,ID,Desktop,1
205,1399,2258.78,Online,Electronics,17/1/2024,18:34:00,SG,Desktop,1
206,1104,3313.93,ATM,Food,24/1/2024,10:41:00,SG,Tablet,1
207,1292,2165.55,Online,Travel,22/1/2024,11:13:00,SG,Tablet,1
208,1079,3585.53,Online,Electronics,19/1/2024,5:01:00,SG,Desktop,1
209,1567,2656.1,ATM,Electronics,5/1/2024,15:52:00,SG,Desktop,0
210,1633,1335.76,POS,Retail,14/1/2024,21:36:00,TH,Tablet,1
211,1453,1333.27,ATM,Services,22/1/2024,20:21:00,TH,Mobile,1
212,1059,3776.41,Online,Travel,8/1/2024,16:21:00,MY,Tablet,1
213,1699,3765.63,POS,Food,6/1/2024,8:13:00,SG,Tablet,1
214,1399,511.96,POS,Retail,1/1/2024,18:26:00,ID,Tablet,1
215,1796,4343.76,ATM,Electronics,1/1/2024,15:11:00,TH,Desktop,1
216,1078,93.13,POS,Electronics,31/1/2024,10:34:00,ID,Desktop,1
217,1390,870.97,Online,Travel,19/1/2024,20:51:00,ID,Mobile,1
218,1913,1770.55,ATM,Travel,8/1/2024,21:59:00,MY,Tablet,1
219,1417,1332.35,Online,Services,16/1/2024,10:29:00,SG,Tablet,1
220,1402,1806.98,POS,Travel,1/1/2024,8:58:00,MY,Mobile,1
221,1509,2973.93,ATM,Services,26/1/2024,22:31:00,MY,Tablet,1
222,1595,274.8,ATM,Services,22/1/2024,6:34:00,MY,Desktop,1
223,1161,2775.91,ATM,Electronics,16/1/2024,12:59:00,ID,Mobile,1
224,1547,468.92,Online,Travel,30/1/2024,5:52:00,TH,Mobile,1
225,1949,4142.48,ATM,Services,15/1/2024,18:15:00,ID,Tablet,1
226,1981,101.9,POS,Retail,9/1/2024,18:27:00,ID,Desktop,1
227,1816,63.96,Online,Electronics,7/1/2024,19:56:00,TH,Tablet,1
228,1292,3786.5,ATM,Food,4/1/2024,3:33:00,SG,Tablet,1
229,1904,3441.71,ATM,Travel,22/1/2024,3:47:00,ID,Mobile,1
230,1460,4258.44,ATM,Food,16/1/2024,9:45:00,ID,Mobile,1
231,1756,1470.47,ATM,Travel,10/1/2024,6:47:00,TH,Mobile,1
232,1427,4875.95,POS,Services,4/1/2024,19:28:00,TH,Desktop,1
233,1742,4198.64,Online,Services,27/1/2024,19:01:00,SG,Mobile,1
234,1490,1970.18,ATM,Travel,16/1/2024,14:48:00,TH,Desktop,1
235,1399,3798.04,Online,Electronics,20/1/2024,9:43:00,SG,Tablet,1
236,1328,4865.41,Online,Retail,5/1/2024,2:44:00,SG,Desktop,1
237,1513,3753.7,Online,Retail,8/1/2024,19:57:00,SG,Desktop,1
238,1871,152.34,Online,Food,13/1/2024,7:21:00,MY,Desktop,1
239,1333,766.33,Online,Travel,7/1/2024,10:14:00,SG,Tablet,1
240,1373,2092.22,Online,Food,19/1/2024,20:38:00,ID,Mobile,1
241,1989,318.32,POS,Retail,8/1/2024,22:22:00,MY,Desktop,1
242,1504,4628.81,Online,Electronics,25/1/2024,7:34:00,SG,Desktop,1
243,1096,2646.83,POS,Travel,15/1/2024,7:12:00,MY,Tablet,1
244,1731,4584.71,Online,Travel,1/1/2024,15:45:00,SG,Tablet,1
245,1342,3430.05,ATM,Electronics,31/1/2024,7:34:00,TH,Mobile,1
246,1006,541.63,Online,Electronics,31/1/2024,2:47:00,MY,Desktop,1
247,1133,1238.9,ATM,Services,5/1/2024,3:28:00,ID,Mobile,1
248,1594,1307.8,ATM,Food,15/1/2024,0:04:00,TH,Mobile,1
249,1701,220.86,POS,Electronics,2/1/2024,21:27:00,MY,Mobile,1
250,1065,4458.79,ATM,Services,1/1/2024,4:36:00,SG,Tablet,1
251,1463,3779.4,ATM,Retail,30/1/2024,3:48:00,TH,Desktop,1
252,1152,2909.13,ATM,Retail,24/1/2024,7:49:00,SG,Mobile,0
253,1254,1110.22,Online,Services,19/1/2024,12:27:00,ID,Desktop,1
254,1979,3795.6,POS,Food,9/1/2024,14:48:00,ID,Mobile,1
255,1347,2027.64,Online,Food,5/1/2024,7:31:00,ID,Desktop,1
256,1084,3201.08,ATM,Food,15/1/2024,10:24:00,SG,Mobile,1
257,1183,562.67,POS,Services,28/1/2024,13:07:00,ID,Desktop,1
258,1656,513.16,POS,Retail,31/1/2024,23:35:00,MY,Desktop,1
259,1195,4613.1,POS,Services,18/1/2024,22:10:00,MY,Tablet,1
260,1844,2573.99,ATM,Electronics,24/1/2024,15:58:00,ID,Tablet,1
261,1184,3192.51,POS,Electronics,5/1/2024,15:35:00,MY,Mobile,1
262,1496,6.27,POS,Food,23/1/2024,19:16:00,MY,Tablet,1
263,1802,1773.57,ATM,Food,24/1/2024,12:21:00,TH,Tablet,1
264,1164,1892.55,Online,Travel,1/1/2024,16:28:00,ID,Mobile,1
265,1821,3617.29,Online,Services,26/1/2024,18:37:00,TH,Mobile,1
266,1227,3650.23,POS,Services,8/1/2024,0:35:00,TH,Tablet,1
267,1744,3685.34,POS,Travel,28/1/2024,6:45:00,SG,Tablet,1
268,1807,504.71,ATM,Retail,10/1/2024,16:03:00,TH,Desktop,1
269,1486,3706.05,POS,Food,11/1/2024,19:17:00,ID,Desktop,1
270,1639,2171.71,ATM,Travel,15/1/2024,7:38:00,MY,Mobile,1
271,1420,2939.17,POS,Food,1/1/2024,19:02:00,MY,Desktop,1
272,1013,2443.37,ATM,Electronics,14/1/2024,20:57:00,TH,Tablet,1
273,1029,4731.45,POS,Travel,26/1/2024,18:15:00,SG,Mobile,1
274,1143,3930.49,Online,Services,1/1/2024,4:49:00,TH,Mobile,1
275,1737,2312.74,ATM,Retail,8/1/2024,19:03:00,MY,Mobile,1
276,1151,1161.37,ATM,Food,3/1/2024,12:29:00,ID,Mobile,1
277,1201,2653.17,Online,Food,15/1/2024,21:18:00,MY,Mobile,1
278,1720,2482.45,ATM,Electronics,3/1/2024,3:16:00,SG,Desktop,0
279,1212,3394.03,POS,Electronics,25/1/2024,8:53:00,SG,Tablet,1
280,1574,4024.58,Online,Services,16/1/2024,8:53:00,MY,Desktop,1
281,1597,2659.55,ATM,Services,26/1/2024,16:38:00,ID,Desktop,1
282,1676,1687.22,POS,Travel,6/1/2024,6:26:00,MY,Desktop,1
283,1014,208.74,ATM,Travel,17/1/2024,7:21:00,SG,Desktop,0
284,1132,2341.89,ATM,Services,6/1/2024,14:09:00,SG,Desktop,0
285,1300,1169.06,ATM,Food,21/1/2024,12:28:00,SG,Tablet,0
286,1530,3689.29,ATM,Retail,26/1/2024,7:45:00,MY,Tablet,1
287,1995,1358.85,POS,Food,28/1/2024,22:40:00,MY,Mobile,1
288,1924,1809.99,POS,Services,1/1/2024,14:36:00,TH,Desktop,1
289,1198,774.58,POS,Retail,29/1/2024,19:08:00,MY,Tablet,1
290,1990,1019.18,ATM,Travel,7/1/2024,4:22:00,MY,Desktop,1
291,1504,2023.87,POS,Retail,31/1/2024,14:39:00,MY,Mobile,1
292,1197,1625.24,POS,Food,8/1/2024,5:28:00,TH,Tablet,1
293,1268,1625.42,Online,Food,23/1/2024,17:17:00,MY,Desktop,1
294,1372,1705.78,Online,Travel,13/1/2024,23:38:00,TH,Desktop,1
295,1242,2255.58,Online,Retail,22/1/2024,0:05:00,SG,Tablet,1
296,1332,2587.42,ATM,Retail,11/1/2024,11:52:00,TH,Mobile,1
297,1973,2794.04,Online,Electronics,1/1/2024,18:11:00,MY,Mobile,1
298,1010,4739.04,POS,Electronics,8/1/2024,16:38:00,SG,Mobile,1
299,1609,4327.73,POS,Services,9/1/2024,8:19:00,TH,Mobile,1
300,1151,3355.68,POS,Services,10/1/2024,21:51:00,TH,Desktop,1
301,1724,1815.54,ATM,Services,20/1/2024,23:41:00,SG,Tablet,0
302,1265,59.33,POS,Electronics,6/1/2024,8:29:00,SG,Desktop,0
303,1733,1119.81,POS,Services,2/1/2024,2:22:00,TH,Tablet,1
304,1565,3996.67,ATM,Travel,24/1/2024,22:00:00,ID,Tablet,1
305,1261,3733.32,ATM,Retail,6/1/2024,14:59:00,TH,Desktop,1
306,1636,1857.49,Online,Retail,23/1/2024,21:28:00,TH,Mobile,1
307,1937,118.65,POS,Travel,14/1/2024,20:12:00,MY,Desktop,1
308,1478,117.55,POS,Food,3/1/2024,10:57:00,TH,Tablet,1
309,1151,3876.37,ATM,Electronics,28/1/2024,20:29:00,ID,Tablet,1
310,1250,3711.26,ATM,Travel,27/1/2024,15:31:00,ID,Desktop,1
311,1679,1635.72,POS,Electronics,3/1/2024,1:46:00,ID,Tablet,1
312,1586,137.17,POS,Services,5/1/2024,14:12:00,TH,Tablet,1
313,1708,3099.95,Online,Travel,25/1/2024,15:39:00,ID,Desktop,1
314,1319,4882.04,POS,Food,26/1/2024,15:21:00,TH,Desktop,1
315,1316,3847.37,ATM,Food,26/1/2024,16:20:00,SG,Tablet,1
316,1186,227.1,Online,Food,4/1/2024,12:28:00,ID,Tablet,1
317,1363,2607.78,POS,Services,5/1/2024,10:00:00,MY,Mobile,1
318,1924,4616.15,ATM,Food,17/1/2024,7:56:00,ID,Tablet,1
319,1725,4906.02,POS,Services,20/1/2024,6:38:00,ID,Mobile,1
320,1888,3174.02,POS,Retail,2/1/2024,12:59:00,MY,Desktop,1
321,1528,1073.86,Online,Services,3/1/2024,3:36:00,TH,Mobile,1
322,1404,4532.62,POS,Services,4/1/2024,9:57:00,MY,Mobile,1
323,1727,3696.55,POS,Food,11/1/2024,6:42:00,SG,Mobile,1
324,1393,1899.68,POS,Travel,13/1/2024,4:49:00,MY,Tablet,1
325,1199,3959.85,Online,Food,10/1/2024,2:03:00,TH,Desktop,1
326,1644,1644.35,POS,Electronics,30/1/2024,14:39:00,SG,Tablet,0
327,1052,2268.02,Online,Retail,13/1/2024,1:41:00,ID,Tablet,1
328,1958,269.5,ATM,Electronics,26/1/2024,20:00:00,ID,Desktop,1
329,1403,1381.73,Online,Travel,15/1/2024,4:58:00,TH,Desktop,1
330,1751,3014.82,Online,Retail,26/1/2024,20:41:00,SG,Mobile,1
331,1278,4086.77,ATM,Services,19/1/2024,3:17:00,MY,Tablet,1
332,1013,4983.6,ATM,Electronics,7/1/2024,9:49:00,SG,Tablet,1
333,1268,210.63,POS,Travel,7/1/2024,14:30:00,ID,Tablet,1
334,1548,1377.93,POS,Retail,1/1/2024,20:25:00,TH,Tablet,1
335,1391,225.77,POS,Food,27/1/2024,18:06:00,TH,Desktop,1
336,1183,4892.21,Online,Travel,8/1/2024,19:23:00,SG,Desktop,1
337,1128,1841.71,ATM,Food,22/1/2024,5:18:00,TH,Desktop,1
338,1210,3840.26,ATM,Electronics,17/1/2024,19:35:00,SG,Desktop,1
339,1173,4160.75,ATM,Services,21/1/2024,23:26:00,MY,Desktop,1
340,1740,216.26,Online,Retail,1/1/2024,6:37:00,SG,Desktop,1
341,1653,4597.15,POS,Travel,19/1/2024,18:52:00,SG,Desktop,1
342,1728,4221.06,ATM,Retail,24/1/2024,5:05:00,ID,Mobile,1
343,1692,3078.12,POS,Retail,3/1/2024,19:40:00,ID,Mobile,1
344,1530,4679.43,POS,Travel,18/1/2024,20:20:00,ID,Desktop,1
345,1601,3900.4,POS,Food,18/1/2024,1:42:00,TH,Desktop,1
346,1585,3739.65,ATM,Food,24/1/2024,6:44:00,SG,Tablet,1
347,1976,3451.17,Online,Electronics,7/1/2024,2:34:00,SG,Desktop,1
